상품번호,카테고리정보,최소가격,상품명,상세스펙,등록월,상품의견,가격,메모리,이미지URL
16627538,디지털 완제품_노트북,1750000,삼성전자 갤럭시북2 프로360 NT930QED-KC51G,2 in 1 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 2개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											전용 펜 지원 / 												전용 펜 포함 / 															USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.5mm / 																											무게: 																											1.04kg / 												색상: 그라파이트,2022.03.,(7건),"['1,750,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16580165,디지털 완제품_노트북,1389490,삼성전자 갤럭시북2 프로 NT950XEV-G51A,노트북 / 																											운영체제(OS): 																											미포함(프리도스) / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 외장그래픽 / 															Arc A350M / 																											VRAM:4GB / 												저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											13.3mm / 																											무게: 																											1.17kg / 												색상: 그라파이트,2022.03.,(467건),"['1,389,490원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16618496,디지털 완제품_노트북,1668000,삼성전자 갤럭시북2 프로 NT930XED-K71A,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i7-12세대 / 																											i7-1260P (2.1GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											512GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.2mm / 																											무게: 																											870g / 												색상: 그라파이트,2022.03.,(111건),"['1,668,000원\n\n가격정보 더보기']",['SSD 512GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16626068,디지털 완제품_노트북,1390000,삼성전자 갤럭시북2 프로 NT950XED-KC51S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 실버,2022.03.,(13건),"['1,390,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16579562,디지털 완제품_노트북,1329000,삼성전자 갤럭시북2 프로 NT950XEW-A51A,노트북 / 																											운영체제(OS): 																											미포함(프리도스) / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 실버,2022.03.,(680건),"['1,329,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16625975,디지털 완제품_노트북,1429990,삼성전자 갤럭시북2 프로 NT950XED-KC58G,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 그라파이트,2022.03.,(1건),"['1,429,990원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16612853,디지털 완제품_노트북,1450000,삼성전자 갤럭시북2 프로 NT950XEE-XF58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 외장그래픽 / 															Arc A350M / 																											VRAM:4GB / 												저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											13.3mm / 																											무게: 																											1.17kg / 												색상: 실버,2022.03.,(2건),"['1,450,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16622156,디지털 완제품_노트북,1850000,삼성전자 갤럭시북2 프로 5G NT955XED-KC51G,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 셀룰러: 5G Sub6 / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.16kg / 												색상: 그라파이트,2022.03.,(25건),"['1,850,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16625474,디지털 완제품_노트북,1678290,삼성전자 갤럭시북2 프로 NT930XED-KC51G,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.2mm / 																											무게: 																											870g / 												색상: 그라파이트,2022.03.,(9건),"['1,678,290원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16613321,디지털 완제품_노트북,1439000,삼성전자 갤럭시북2 프로 NT950XED-KF58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 실버,2022.03.,(7건),"['1,439,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16614611,디지털 완제품_노트북,1428080,삼성전자 갤럭시북2 프로 NT950XED-KH58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 실버,2022.03.,(10건),"['1,428,080원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16625912,디지털 완제품_노트북,1390000,삼성전자 갤럭시북2 프로 NT950XED-KC58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 실버,2022.03.,(4건),"['1,390,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16614797,디지털 완제품_노트북,1440000,삼성전자 갤럭시북2 프로 NT950XED-KH58G,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 그라파이트,2022.03.,(7건),"['1,440,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16618847,디지털 완제품_노트북,1390000,삼성전자 갤럭시북2 프로 NT930XED-KH58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.2mm / 																											무게: 																											870g / 												색상: 실버,2022.03.,,"['1,390,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16627166,디지털 완제품_노트북,1337100,삼성전자 갤럭시북2 프로 NT950XEE-XC58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 외장그래픽 / 															Arc A350M / 																											VRAM:4GB / 												저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											13.3mm / 																											무게: 																											1.17kg / 												색상: 실버,2022.03.,,"['1,337,100원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16586729,디지털 완제품_노트북,1749000,삼성전자 갤럭시북2 프로 NT950XED-K71A,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i7-12세대 / 																											i7-1260P (2.1GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.7mm / 																											무게: 																											1.11kg / 												색상: 그라파이트,2022.03.,(155건),"['1,749,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16626284,디지털 완제품_노트북,2490000,삼성전자 갤럭시북2 프로360 NT930QED-KT71D,2 in 1 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i7-1260P (2.1GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											1TB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 2개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											전용 펜 지원 / 												전용 펜 포함 / 															USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.5mm / 																											무게: 																											1.04kg / 												색상: 버건디 / 갤럭시 북2 Pro 360 + 갤럭시 버즈2 + 팬톤 패키지 + MS Office 2021 패키지,2022.03.,(7건),"['2,490,000원\n\n가격정보 더보기']",['SSD 1TB'],//img.danawa.com/new/noData/img/noImg_160.gif
16627013,디지털 완제품_노트북,2490000,삼성전자 갤럭시북2 프로360 NT930QED-KT71G,2 in 1 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i7-12세대 / 																											i7-1260P (2.1GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											1TB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 2개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											전용 펜 지원 / 												전용 펜 포함 / 															USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.5mm / 																											무게: 																											1.04kg / 												색상: 그라파이트 / 갤럭시 북2 Pro 360 + 갤럭시 버즈2 + 팬톤 패키지 + MS Office 2021 패키지,2022.03.,(13건),"['2,490,000원\n\n가격정보 더보기']",['SSD 1TB'],//img.danawa.com/new/noData/img/noImg_160.gif
16626737,디지털 완제품_노트북,2490000,삼성전자 갤럭시북2 프로360 NT930QED-KT71S,2 in 1 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i7-12세대 / 																											i7-1260P (2.1GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											16GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											1TB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 2개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											전용 펜 지원 / 												전용 펜 포함 / 															USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.5mm / 																											무게: 																											1.04kg / 												색상: 실버 / 갤럭시 북2 Pro 360 + 갤럭시 버즈2 + 팬톤 패키지 + MS Office 2021 패키지,2022.03.,(8건),"['2,490,000원\n\n가격정보 더보기']",['SSD 1TB'],//img.danawa.com/new/noData/img/noImg_160.gif
16627217,디지털 완제품_노트북,1470000,삼성전자 갤럭시북2 프로 NT950XEE-XC58G,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 39.6cm(15.6인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 외장그래픽 / 															Arc A350M / 																											VRAM:4GB / 												저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											2개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 																											숫자 키패드(3열) / 												파워 배터리: 																											68Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											13.3mm / 																											무게: 																											1.17kg / 												색상: 그라파이트,2022.03.,(3건),"['1,470,000원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
16624997,디지털 완제품_노트북,1346610,삼성전자 갤럭시북2 프로 NT930XED-KC58S,노트북 / 																											운영체제(OS): 																											윈도우11홈 / 												화면정보 33.7cm(13.3인치) / 																											1920x1080(FHD) / 												CPU 인텔 / 																											코어i5-12세대 / 																											i5-1240P (1.7GHz) / 																											12코어(4P+8E) / 												램 LPDDR5(온보드) / 																											램 용량: 																											8GB / 												램 교체: 불가능 / 그래픽 내장그래픽 / Iris Xe / 저장장치 M.2(NVMe) / 																											256GB / 																											저장 슬롯: 																											1개 / 												네트워크 무선랜: 802.11ax(Wi-Fi 6E) / 영상입출력 HDMI / 																											웹캠(FHD) / 												단자 썬더볼트4: 																											1개(USB-C겸용) / 												USB-C: 1개 / USB-A: 1개 / MicroSD카드 / 부가기능 지문 인식 / 																											TPM / 																											USB-PD / 																											MIL-STD / 												입력장치 키보드 라이트 / 																											ㅗ형 방향키 / 												파워 배터리: 																											63Wh / 																											어댑터: 																											65W / 																											충전단자: 																											타입C / 												주요제원 두께: 																											11.2mm / 																											무게: 																											870g / 												색상: 실버,2022.03.,,"['1,346,610원\n\n가격정보 더보기']",['SSD 256GB'],//img.danawa.com/new/noData/img/noImg_160.gif
